spillover_config,condition,trial,gap_fraction,G_achieved,G_random,G_oracle
off_axis,C_PP,20,0.345114,0.886326,0.840460,0.973362
off_axis,D,20,1.000000,0.973362,0.840460,0.973362
off_axis,Z,21,-0.371640,0.791068,0.840460,0.973362
off_axis,A,21,0.254543,0.874289,0.840460,0.973362
off_axis,C_CN,21,0.188335,0.865490,0.840460,0.973362
off_axis,C_PP,21,0.188335,0.865490,0.840460,0.973362
off_axis,D,21,1.000000,0.973362,0.840460,0.973362
off_axis,Z,22,-0.007046,0.839523,0.840460,0.973362
off_axis,A,22,0.451851,0.900512,0.840460,0.973362
off_axis,C_CN,22,0.144604,0.859678,0.840460,0.973362
off_axis,C_PP,22,0.451851,0.900512,0.840460,0.973362
off_axis,D,22,1.000000,0.973362,0.840460,0.973362
off_axis,Z,23,0.092283,0.852724,0.840460,0.973362
off_axis,A,23,0.269048,0.876217,0.840460,0.973362
off_axis,C_CN,23,0.269048,0.876217,0.840460,0.973362
off_axis,C_PP,23,0.269048,0.876217,0.840460,0.973362
off_axis,D,23,1.000000,0.973362,0.840460,0.973362
off_axis,Z,24,0.144546,0.859670,0.840460,0.973362
off_axis,A,24,0.193754,0.866210,0.840460,0.973362
off_axis,C_CN,24,0.530645,0.910984,0.840460,0.973362
off_axis,C_PP,24,0.530645,0.910984,0.840460,0.973362
off_axis,D,24,1.000000,0.973362,0.840460,0.973362
off_axis,Z,25,-0.266632,0.805024,0.840460,0.973362
off_axis,A,25,0.007330,0.841434,0.840460,0.973362
off_axis,C_CN,25,0.001594,0.840671,0.840460,0.973362
off_axis,C_PP,25,-0.266632,0.805024,0.840460,0.973362
off_axis,D,25,1.000000,0.973362,0.840460,0.973362
off_axis,Z,26,0.261574,0.875223,0.840460,0.973362
off_axis,A,26,0.182216,0.864677,0.840460,0.973362
off_axis,C_CN,26,0.261574,0.875223,0.840460,0.973362
off_axis,C_PP,26,0.261574,0.875223,0.840460,0.973362
off_axis,D,26,1.000000,0.973362,0.840460,0.973362
off_axis,Z,27,0.089364,0.852336,0.840460,0.973362
off_axis,A,27,0.699661,0.933446,0.840460,0.973362
off_axis,C_CN,27,0.699661,0.933446,0.840460,0.973362
off_axis,C_PP,27,0.699661,0.933446,0.840460,0.973362
off_axis,D,27,1.000000,0.973362,0.840460,0.973362
off_axis,Z,28,0.196175,0.866532,0.840460,0.973362
off_axis,A,28,0.363920,0.888825,0.840460,0.973362
off_axis,C_CN,28,0.298181,0.880089,0.840460,0.973362
off_axis,C_PP,28,0.304040,0.880867,0.840460,0.973362
off_axis,D,28,1.000000,0.973362,0.840460,0.973362
off_axis,Z,29,0.135966,0.858530,0.840460,0.973362
off_axis,A,29,0.128765,0.857573,0.840460,0.973362
off_axis,C_CN,29,0.125678,0.857163,0.840460,0.973362
off_axis,C_PP,29,0.125678,0.857163,0.840460,0.973362
off_axis,D,29,1.000000,0.973362,0.840460,0.973362
off_axis,Z,30,0.188488,0.865510,0.840460,0.973362
off_axis,A,30,0.493926,0.906103,0.840460,0.973362
off_axis,C_CN,30,0.493926,0.906103,0.840460,0.973362
off_axis,C_PP,30,0.493926,0.906103,0.840460,0.973362
off_axis,D,30,1.000000,0.973362,0.840460,0.973362
off_axis,Z,31,-0.017557,0.838126,0.840460,0.973362
off_axis,A,31,0.391261,0.892459,0.840460,0.973362
off_axis,C_CN,31,0.391261,0.892459,0.840460,0.973362
off_axis,C_PP,31,0.391261,0.892459,0.840460,0.973362
